"","taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7","taxonomy8"
"ASV_367","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Xeromyces","s__bisporus","ASV_367"
"ASV_368","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae","g__Zymoseptoria","s__brevis","ASV_368"
"ASV_369","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","NA","ASV_369"
"ASV_37","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Issatchenkia","s__orientalis","ASV_37"
"ASV_370","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Naumovozyma","s__castellii","ASV_370"
"ASV_371","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Holtermanniales","f__Holtermanniales_fam_Incertae_sedis","g__Holtermanniella","s__wattica","ASV_371"
"ASV_372","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_372"
"ASV_373","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Neocamarosporium","NA","ASV_373"
"ASV_374","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","NA","ASV_374"
"ASV_377","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Trichothecium","s__roseum","ASV_377"
"ASV_378","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","NA","NA","ASV_378"
"ASV_379","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__symmetricus","ASV_379"
"ASV_38","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__baccata","ASV_38"
"ASV_380","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Holtermanniales","f__Holtermanniales_fam_Incertae_sedis","g__Holtermanniella","s__wattica","ASV_380"
"ASV_381","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","NA","NA","ASV_381"
"ASV_382","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Sagenomella","s__keratitidis","ASV_382"
"ASV_383","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__exasperatum","ASV_383"
"ASV_384","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Botryosphaeriaceae","g__Mucoharknessia","s__cortaderiae","ASV_384"
"ASV_385","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__inaequalis","ASV_385"
"ASV_386","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__novae-zelandiae","ASV_386"
"ASV_387","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__laibachii","ASV_387"
"ASV_388","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Hyphopichia","s__burtonii","ASV_388"
"ASV_389","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella","NA","ASV_389"
"ASV_39","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__avenae","ASV_39"
"ASV_390","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","NA","NA","ASV_390"
"ASV_391","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__desmazieri","ASV_391"
"ASV_392","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__servazzii","ASV_392"
"ASV_393","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__citrinum","ASV_393"
"ASV_395","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__sebi","ASV_395"
"ASV_397","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Erysiphales","f__Erysiphaceae","g__Blumeria","s__graminis","ASV_397"
"ASV_398","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__avenae","ASV_398"
"ASV_4","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_4"
"ASV_40","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Udeniomyces","s__puniceus","ASV_40"
"ASV_400","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","NA","NA","ASV_400"
"ASV_401","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Itersonilia","s__pannonica","ASV_401"
"ASV_403","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__roqueforti","ASV_403"
"ASV_405","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__penicillioides","ASV_405"
"ASV_407","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__loubieri","ASV_407"
"ASV_408","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__moniliiforme","ASV_408"
"ASV_409","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","NA","ASV_409"
"ASV_41","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__infectoria","ASV_41"
"ASV_410","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Dipodascus","s__australiensis","ASV_410"
"ASV_411","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__podocarpi","ASV_411"
"ASV_412","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__pseudoalba","ASV_412"
"ASV_414","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__acutatum","ASV_414"
"ASV_415","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__paspali","ASV_415"
"ASV_416","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__floriforme","ASV_416"
"ASV_417","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__pseudovitensis","ASV_417"
"ASV_418","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_418"
"ASV_419","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__pullulans","ASV_419"
"ASV_42","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__exigua","ASV_42"
"ASV_420","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__porri","ASV_420"
"ASV_422","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_422"
"ASV_423","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__anomalus","ASV_423"
"ASV_424","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__delicatulum","ASV_424"
"ASV_425","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","NA","NA","ASV_425"
"ASV_427","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__eureka","ASV_427"
"ASV_428","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__avenae","ASV_428"
"ASV_429","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__globispora","ASV_429"
"ASV_43","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__roseus","ASV_43"
"ASV_430","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__anomalus","ASV_430"
"ASV_431","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__glaebosa","ASV_431"
"ASV_432","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__mandshurica","ASV_432"
"ASV_433","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","ASV_433"
"ASV_434","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__obclavata","ASV_434"
"ASV_435","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__tropicalis","ASV_435"
"ASV_436","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__hungarica","ASV_436"
"ASV_437","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","NA","NA","NA","ASV_437"
"ASV_438","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","ASV_438"
"ASV_439","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Nakaseomyces","NA","ASV_439"
"ASV_44","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_44"
"ASV_440","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","NA","NA","NA","ASV_440"
"ASV_442","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__aurea","ASV_442"
"ASV_443","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Botrytis","s__caroliniana","ASV_443"
"ASV_444","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__sydowii","ASV_444"
"ASV_445","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__coremiiforme","ASV_445"
"ASV_446","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__exitialis","ASV_446"
"ASV_448","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","NA","NA","ASV_448"
"ASV_449","k__Fungi","p__Ascomycota","c__Lecanoromycetes","NA","NA","NA","NA","ASV_449"
"ASV_45","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__humilis","ASV_45"
"ASV_450","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycodaceae","g__Hanseniaspora","s__uvarum","ASV_450"
"ASV_451","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__arrhizus","ASV_451"
"ASV_453","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Rhytismatales","f__Rhytismataceae","g__Lophodermium","NA","ASV_453"
"ASV_454","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__carnescens","ASV_454"
"ASV_455","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis","ASV_455"
"ASV_456","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","NA","ASV_456"
"ASV_457","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Gibberella","s__intricans","ASV_457"
"ASV_458","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Claviceps","NA","ASV_458"
"ASV_459","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","NA","ASV_459"
"ASV_46","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora","s__oryzae","ASV_46"
"ASV_460","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__martiniae","ASV_460"
"ASV_461","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__zeae","ASV_461"
"ASV_462","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","NA","NA","NA","ASV_462"
"ASV_463","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__aurea","ASV_463"
"ASV_464","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla","s__aquaeductuum","ASV_464"
"ASV_465","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__chernovii","ASV_465"
"ASV_466","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","NA","ASV_466"
"ASV_467","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","NA","ASV_467"
"ASV_468","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Phaeotremellaceae","g__Gelidatrema","s__spencermartinsiae","ASV_468"
"ASV_47","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__anomalus","ASV_47"
"ASV_470","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","NA","NA","ASV_470"
"ASV_472","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__lunata","ASV_472"
"ASV_473","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__phaffii","ASV_473"
"ASV_474","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__bulderi","ASV_474"
"ASV_475","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__podocarpi","ASV_475"
"ASV_476","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__terricola","ASV_476"
"ASV_478","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__mucilaginosa","ASV_478"
"ASV_479","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__albida","ASV_479"
"ASV_48","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_48"
"ASV_480","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Massarinaceae","g__Stagonospora","s__pseudovitensis","ASV_480"
"ASV_481","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__uzbekistanensis","ASV_481"
"ASV_482","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__caribbica","ASV_482"
"ASV_483","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__restrictus","ASV_483"
"ASV_484","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Naemateliaceae","g__Dimennazyma","s__cistialbidi","ASV_484"
"ASV_485","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","NA","NA","NA","ASV_485"
"ASV_486","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella","NA","ASV_486"
"ASV_487","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__brevicompactum","ASV_487"
"ASV_489","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__coremiiforme","ASV_489"
"ASV_49","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__intermedius","ASV_49"
"ASV_490","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","s__glomerata","ASV_490"
"ASV_491","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora","s__avenae","ASV_491"
"ASV_492","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","NA","ASV_492"
"ASV_494","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__sphaerospermum","ASV_494"
"ASV_495","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Uncobasidium","NA","ASV_495"
"ASV_496","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Hyponectriaceae","g__Monographella","s__nivalis","ASV_496"
"ASV_498","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris","s__microstegii","ASV_498"
"ASV_499","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__coprosmae","ASV_499"
"ASV_5","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_5"
"ASV_50","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__cerevisiae","ASV_50"
"ASV_500","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporobolomyces","s__patagonicus","ASV_500"
"ASV_502","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","NA","ASV_502"
"ASV_503","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Udeniomyces","s__megalosporus","ASV_503"
"ASV_504","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","s__inaequalis","ASV_504"
"ASV_505","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Vanrija","s__fragicola","ASV_505"
"ASV_506","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__infirmominiatum","ASV_506"
"ASV_508","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Septoriella","NA","ASV_508"
"ASV_509","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__aurantiogriseum","ASV_509"
"ASV_51","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__cibarius","ASV_51"
"ASV_510","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__acutatum","ASV_510"
"ASV_511","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Neoascochyta","s__paspali","ASV_511"
"ASV_513","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia","NA","ASV_513"
"ASV_515","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__phragmitis","ASV_515"
"ASV_516","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__ethanolica","ASV_516"
"ASV_517","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","NA","NA","ASV_517"
"ASV_518","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Diaporthaceae","g__Diaporthe","s__gulyae","ASV_518"
"ASV_519","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","NA","NA","ASV_519"
"ASV_52","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kazachstania","s__servazzii","ASV_52"
